,no,target,t,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms
10,,,,,,,,0.0,0.0,0.0,,,0.0,,,0.0,,,,,0.24791388899974373,
11,3.0,7.0,3.0,0.31746096553215675,0.06437227306220483,0.8683595812670304,0.1568547358991145,0.14072882855506283,0.0,0.0,0.05141871088801672,0.6466749687474955,0.0,0.0,0.055549358431132276,0.0,0.0,0.5028571428571429,0.55,0.44999999999999973,0.8710220488343094,0.0
12,4.0,6.0,0.0,0.2474333075572088,0.04780134626891276,0.8955902466695869,0.16830978878820246,0.09171805290743484,0.0,0.002316106171538057,0.035101505254308975,0.4539659100206714,0.3323374411905107,0.0,0.2975707457249553,0.0,0.6666666666666666,0.8457142857142856,0.25,0.25,0.7980232162908671,0.0
13,,,,,,,,0.0,0.0,0.0,,,0.0,,,0.0,,,,,0.24791388899974373,
14,4.0,6.0,2.0,0.31746096553215675,0.06437227306220483,0.8683595812670304,0.1568547358991145,0.14072882855506283,0.0,0.0,0.05141871088801672,0.6466749687474955,0.0,0.0,0.055549358431132276,0.0,0.0,0.5028571428571429,0.55,0.44999999999999973,0.8710220488343094,0.0
15,4.0,6.0,3.0,0.45819074374409047,0.06778139329415074,0.6701025888433837,0.11014350687385865,0.11353557953729525,0.0,0.14039066016720597,0.03086873562224245,0.13172467490988274,0.03745599431280671,0.0,0.2980652207572959,0.0,0.13333333333333333,0.6399999999999999,0.65,0.583333333333333,0.9250293052263285,0.1
16,,,,,,,,0.0,0.0,0.0,,,0.0,,,0.0,,,,,0.24791388899974373,
17,5.0,8.0,1.0,0.31746096553215675,0.06437227306220483,0.8683595812670304,0.1568547358991145,0.14072882855506283,0.0,0.0,0.05141871088801672,0.6466749687474955,0.0,0.0,0.055549358431132276,0.0,0.0,0.5028571428571429,0.55,0.44999999999999973,0.8710220488343094,0.0
18,5.0,8.0,2.0,0.45819074374409047,0.06778139329415074,0.6701025888433837,0.11014350687385865,0.11353557953729525,0.0,0.14039066016720597,0.03086873562224245,0.13172467490988274,0.03745599431280671,0.0,0.2980652207572959,0.0,0.13333333333333333,0.6399999999999999,0.65,0.583333333333333,0.9250293052263285,0.1
19,5.0,8.0,3.0,0.29988046241033567,0.5548212227135295,0.08374050782221334,0.17320797298694138,0.23978572408210683,0.15829464883715558,0.0,0.11916253814291847,0.07220655704784273,0.8969433711028199,0.0,0.5023283613896579,0.0,0.3333333333333333,0.3657142857142857,0.55,0.3833333333333333,0.26111297109336357,0.0
20,6.0,8.0,0.0,0.31746096553215675,0.06437227306220483,0.8683595812670304,0.1568547358991145,0.14072882855506283,0.0,0.0,0.05141871088801672,0.6466749687474955,0.0,0.0,0.055549358431132276,0.0,0.0,0.5028571428571429,0.55,0.44999999999999973,0.8710220488343094,0.0
21,6.0,8.0,1.0,0.45819074374409047,0.06778139329415074,0.6701025888433837,0.11014350687385865,0.11353557953729525,0.0,0.14039066016720597,0.03086873562224245,0.13172467490988274,0.03745599431280671,0.0,0.2980652207572959,0.0,0.13333333333333333,0.6399999999999999,0.65,0.583333333333333,0.9250293052263285,0.1
22,6.0,8.0,2.0,0.29988046241033567,0.5548212227135295,0.08374050782221334,0.17320797298694138,0.23978572408210683,0.15829464883715558,0.0,0.11916253814291847,0.07220655704784273,0.8969433711028199,0.0,0.5023283613896579,0.0,0.3333333333333333,0.3657142857142857,0.55,0.3833333333333333,0.26111297109336357,0.0
23,6.0,8.0,3.0,0.21372113948800397,0.10766214521275264,0.2628327829095492,0.28036884539847706,0.0,0.0,0.0,0.0894408588313843,0.06659427342311275,0.04151001948243691,0.0,1.0,0.0,0.26666666666666666,0.6399999999999999,0.75,0.9166666666666665,0.4413830431658375,0.1
24,7.0,7.0,0.0,0.45819074374409047,0.06778139329415074,0.6701025888433837,0.11014350687385865,0.11353557953729525,0.0,0.14039066016720597,0.03086873562224245,0.13172467490988274,0.03745599431280671,0.0,0.2980652207572959,0.0,0.13333333333333333,0.6399999999999999,0.65,0.583333333333333,0.9250293052263285,0.1
25,7.0,7.0,1.0,0.29988046241033567,0.5548212227135295,0.08374050782221334,0.17320797298694138,0.23978572408210683,0.15829464883715558,0.0,0.11916253814291847,0.07220655704784273,0.8969433711028199,0.0,0.5023283613896579,0.0,0.3333333333333333,0.3657142857142857,0.55,0.3833333333333333,0.26111297109336357,0.0
26,7.0,7.0,2.0,0.21372113948800397,0.10766214521275264,0.2628327829095492,0.28036884539847706,0.0,0.0,0.0,0.0894408588313843,0.06659427342311275,0.04151001948243691,0.0,1.0,0.0,0.26666666666666666,0.6399999999999999,0.75,0.9166666666666665,0.4413830431658375,0.1
27,7.0,7.0,3.0,0.08973901893400045,0.022846839801233334,0.12544223409778257,0.2645620714605657,0.0,0.0,0.0,0.03902786582130814,0.02361417658928681,0.0,0.09112629951309383,0.06375897588726634,0.0,0.0,0.4,0.625,0.75,0.23988473352359282,0.0
28,8.0,6.0,0.0,0.29988046241033567,0.5548212227135295,0.08374050782221334,0.17320797298694138,0.23978572408210683,0.15829464883715558,0.0,0.11916253814291847,0.07220655704784273,0.8969433711028199,0.0,0.5023283613896579,0.0,0.3333333333333333,0.3657142857142857,0.55,0.3833333333333333,0.26111297109336357,0.0
29,8.0,6.0,1.0,0.21372113948800397,0.10766214521275264,0.2628327829095492,0.28036884539847706,0.0,0.0,0.0,0.0894408588313843,0.06659427342311275,0.04151001948243691,0.0,1.0,0.0,0.26666666666666666,0.6399999999999999,0.75,0.9166666666666665,0.4413830431658375,0.1
30,8.0,6.0,2.0,0.08973901893400045,0.022846839801233334,0.12544223409778257,0.2645620714605657,0.0,0.0,0.0,0.03902786582130814,0.02361417658928681,0.0,0.09112629951309383,0.06375897588726634,0.0,0.0,0.4,0.625,0.75,0.23988473352359282,0.0
31,8.0,6.0,3.0,0.2209368161229858,0.16328296458815636,0.515160048603969,0.30302174137752813,0.1109431851491299,0.03476238413331105,0.0,0.1416306025130817,0.19020547861289422,0.14517305011364093,0.040150568057200506,0.3501366049710557,0.0,0.4,0.5714285714285714,0.55,0.7166666666666668,0.6277562302704307,0.0
32,9.0,6.0,0.0,0.21372113948800397,0.10766214521275264,0.2628327829095492,0.28036884539847706,0.0,0.0,0.0,0.0894408588313843,0.06659427342311275,0.04151001948243691,0.0,1.0,0.0,0.26666666666666666,0.6399999999999999,0.75,0.9166666666666665,0.4413830431658375,0.1
33,9.0,6.0,1.0,0.08973901893400045,0.022846839801233334,0.12544223409778257,0.2645620714605657,0.0,0.0,0.0,0.03902786582130814,0.02361417658928681,0.0,0.09112629951309383,0.06375897588726634,0.0,0.0,0.4,0.625,0.75,0.23988473352359282,0.0
34,9.0,6.0,2.0,0.2209368161229858,0.16328296458815636,0.515160048603969,0.30302174137752813,0.1109431851491299,0.03476238413331105,0.0,0.1416306025130817,0.19020547861289422,0.14517305011364093,0.040150568057200506,0.3501366049710557,0.0,0.4,0.5714285714285714,0.55,0.7166666666666668,0.6277562302704307,0.0
35,,,,,,,,0.0,0.0,0.0,,,0.0,,,0.0,,,,,,
36,10.0,6.0,0.0,0.08973901893400045,0.022846839801233334,0.12544223409778257,0.2645620714605657,0.0,0.0,0.0,0.03902786582130814,0.02361417658928681,0.0,0.09112629951309383,0.06375897588726634,0.0,0.0,0.4,0.625,0.75,0.23988473352359282,0.0
37,10.0,6.0,1.0,0.2209368161229858,0.16328296458815636,0.515160048603969,0.30302174137752813,0.1109431851491299,0.03476238413331105,0.0,0.1416306025130817,0.19020547861289422,0.14517305011364093,0.040150568057200506,0.3501366049710557,0.0,0.4,0.5714285714285714,0.55,0.7166666666666668,0.6277562302704307,0.0
38,,,,,,,,0.0,0.0,0.0,,,0.0,,,0.0,,,,,,
39,,,,,,,,0.0,0.0,0.0,,,0.0,,,0.0,,,,,0.24791388899974373,
40,11.0,6.0,0.0,0.2209368161229858,0.16328296458815636,0.515160048603969,0.30302174137752813,0.1109431851491299,0.03476238413331105,0.0,0.1416306025130817,0.19020547861289422,0.14517305011364093,0.040150568057200506,0.3501366049710557,0.0,0.4,0.5714285714285714,0.55,0.7166666666666668,0.6277562302704307,0.0
41,,,,,,,,0.0,0.0,0.0,,,0.0,,,0.0,,,,,,
42,,,,,,,,0.0,0.0,0.0,,,0.0,,,0.0,,,,,0.24791388899974373,
43,,,,,,0.19384967354231084,0.03521827516107914,0.0,0.0,0.0,0.030985814473266468,0.05794721921366064,0.0,0.0,0.0,0.0,,,,,0.24791388899974373,
44,,,,,,,,0.0,0.0,0.0,,,0.0,,,0.0,,,,,,
45,,,,,,,,0.0,0.0,0.0,,,0.0,,,0.0,,,,,0.24791388899974373,
46,,,,,,0.19384967354231084,0.03521827516107914,0.0,0.0,0.0,0.030985814473266468,0.05794721921366064,0.0,0.0,0.0,0.0,,,,,0.24791388899974373,
47,12.0,7.0,3.0,0.39699513717599416,0.10794880243555527,0.5295533423536756,0.2662073183337353,0.0,0.0,0.0,0.09324170243197034,0.29378790206661526,0.12527104020063506,0.0,0.21425919482149783,0.0,0.13333333333333333,0.6399999999999999,0.45,0.31666666666666643,0.6565313311065724,0.1
48,,,,,,,,0.0,0.0,0.0,,,0.0,,,0.0,,,,,0.24791388899974373,
49,,,,,,0.19384967354231084,0.03521827516107914,0.0,0.0,0.0,0.030985814473266468,0.05794721921366064,0.0,0.0,0.0,0.0,,,,,0.24791388899974373,
50,13.0,6.0,2.0,0.39699513717599416,0.10794880243555527,0.5295533423536756,0.2662073183337353,0.0,0.0,0.0,0.09324170243197034,0.29378790206661526,0.12527104020063506,0.0,0.21425919482149783,0.0,0.13333333333333333,0.6399999999999999,0.45,0.31666666666666643,0.6565313311065724,0.1
51,13.0,6.0,3.0,0.3729070340449062,0.8358321418229298,0.18214016669020613,0.013156634393412121,0.0,0.0,0.0,0.04278810099158403,0.05114862898077756,0.14878612780826936,0.0,0.19804973719567723,0.0,0.0,0.4342857142857143,0.55,0.5166666666666666,0.17715686238170264,0.0
52,,,,,,0.19384967354231084,0.03521827516107914,0.0,0.0,0.0,0.030985814473266468,0.05794721921366064,0.0,0.0,0.0,0.0,,,,,0.24791388899974373,
53,14.0,6.0,1.0,0.39699513717599416,0.10794880243555527,0.5295533423536756,0.2662073183337353,0.0,0.0,0.0,0.09324170243197034,0.29378790206661526,0.12527104020063506,0.0,0.21425919482149783,0.0,0.13333333333333333,0.6399999999999999,0.45,0.31666666666666643,0.6565313311065724,0.1
54,14.0,6.0,2.0,0.3729070340449062,0.8358321418229298,0.18214016669020613,0.013156634393412121,0.0,0.0,0.0,0.04278810099158403,0.05114862898077756,0.14878612780826936,0.0,0.19804973719567723,0.0,0.0,0.4342857142857143,0.55,0.5166666666666666,0.17715686238170264,0.0
55,14.0,6.0,3.0,0.20182904880603686,0.25079954152488176,0.3241819623166605,0.03225269613754608,0.0,0.07771270359456746,0.0,0.06282176907198662,0.045269482699061565,0.0,0.0,0.07699991841994415,0.0,0.26666666666666666,0.3142857142857143,0.5,0.4166666666666665,0.3960229490980712,0.0
56,15.0,7.0,0.0,0.39699513717599416,0.10794880243555527,0.5295533423536756,0.2662073183337353,0.0,0.0,0.0,0.09324170243197034,0.29378790206661526,0.12527104020063506,0.0,0.21425919482149783,0.0,0.13333333333333333,0.6399999999999999,0.45,0.31666666666666643,0.6565313311065724,0.1
57,15.0,7.0,1.0,0.3729070340449062,0.8358321418229298,0.18214016669020613,0.013156634393412121,0.0,0.0,0.0,0.04278810099158403,0.05114862898077756,0.14878612780826936,0.0,0.19804973719567723,0.0,0.0,0.4342857142857143,0.55,0.5166666666666666,0.17715686238170264,0.0
58,15.0,7.0,2.0,0.20182904880603686,0.25079954152488176,0.3241819623166605,0.03225269613754608,0.0,0.07771270359456746,0.0,0.06282176907198662,0.045269482699061565,0.0,0.0,0.07699991841994415,0.0,0.26666666666666666,0.3142857142857143,0.5,0.4166666666666665,0.3960229490980712,0.0
59,15.0,7.0,3.0,0.15878206308164028,0.0511327784787527,0.7105321222657612,0.07702873583020363,0.12404768499718977,0.0,0.01316333165332277,0.0898385050190965,0.20777518081529275,0.04769436719287454,0.0,0.34265454842109294,0.0,0.06666666666666667,0.34285714285714286,0.375,0.4166666666666665,0.5221942808407046,0.0
60,16.0,7.0,0.0,0.3729070340449062,0.8358321418229298,0.18214016669020613,0.013156634393412121,0.0,0.0,0.0,0.04278810099158403,0.05114862898077756,0.14878612780826936,0.0,0.19804973719567723,0.0,0.0,0.4342857142857143,0.55,0.5166666666666666,0.17715686238170264,0.0
61,16.0,7.0,1.0,0.20182904880603686,0.25079954152488176,0.3241819623166605,0.03225269613754608,0.0,0.07771270359456746,0.0,0.06282176907198662,0.045269482699061565,0.0,0.0,0.07699991841994415,0.0,0.26666666666666666,0.3142857142857143,0.5,0.4166666666666665,0.3960229490980712,0.0
62,16.0,7.0,2.0,0.15878206308164028,0.0511327784787527,0.7105321222657612,0.07702873583020363,0.12404768499718977,0.0,0.01316333165332277,0.0898385050190965,0.20777518081529275,0.04769436719287454,0.0,0.34265454842109294,0.0,0.06666666666666667,0.34285714285714286,0.375,0.4166666666666665,0.5221942808407046,0.0
63,16.0,7.0,3.0,0.2360457685225691,0.049220186490951646,0.9155801649590425,0.597195155566275,0.05144719609957591,0.0,0.0,0.11049395672723474,0.37390640880176396,0.0,0.0,0.06017444812757122,0.0,0.06666666666666667,0.4342857142857143,0.41666666666666663,0.44999999999999973,0.8008754450755011,0.0
64,17.0,7.0,0.0,0.20182904880603686,0.25079954152488176,0.3241819623166605,0.03225269613754608,0.0,0.07771270359456746,0.0,0.06282176907198662,0.045269482699061565,0.0,0.0,0.07699991841994415,0.0,0.26666666666666666,0.3142857142857143,0.5,0.4166666666666665,0.3960229490980712,0.0
65,17.0,7.0,1.0,0.15878206308164028,0.0511327784787527,0.7105321222657612,0.07702873583020363,0.12404768499718977,0.0,0.01316333165332277,0.0898385050190965,0.20777518081529275,0.04769436719287454,0.0,0.34265454842109294,0.0,0.06666666666666667,0.34285714285714286,0.375,0.4166666666666665,0.5221942808407046,0.0
66,17.0,7.0,2.0,0.2360457685225691,0.049220186490951646,0.9155801649590425,0.597195155566275,0.05144719609957591,0.0,0.0,0.11049395672723474,0.37390640880176396,0.0,0.0,0.06017444812757122,0.0,0.06666666666666667,0.4342857142857143,0.41666666666666663,0.44999999999999973,0.8008754450755011,0.0
67,17.0,7.0,3.0,0.37723709764560526,0.09034841285962272,0.5967371813214383,0.16207318333735313,0.0,0.0,0.0,0.182819153256216,0.39801966784823206,0.0,0.0,0.9612444787783636,0.0,0.26666666666666666,0.29714285714285715,0.75,0.7166666666666668,0.7190521039600876,0.0
68,18.0,7.0,0.0,0.15878206308164028,0.0511327784787527,0.7105321222657612,0.07702873583020363,0.12404768499718977,0.0,0.01316333165332277,0.0898385050190965,0.20777518081529275,0.04769436719287454,0.0,0.34265454842109294,0.0,0.06666666666666667,0.34285714285714286,0.375,0.4166666666666665,0.5221942808407046,0.0
69,18.0,7.0,1.0,0.2360457685225691,0.049220186490951646,0.9155801649590425,0.597195155566275,0.05144719609957591,0.0,0.0,0.11049395672723474,0.37390640880176396,0.0,0.0,0.06017444812757122,0.0,0.06666666666666667,0.4342857142857143,0.41666666666666663,0.44999999999999973,0.8008754450755011,0.0
70,18.0,7.0,2.0,0.37723709764560526,0.09034841285962272,0.5967371813214383,0.16207318333735313,0.0,0.0,0.0,0.182819153256216,0.39801966784823206,0.0,0.0,0.9612444787783636,0.0,0.26666666666666666,0.29714285714285715,0.75,0.7166666666666668,0.7190521039600876,0.0
71,18.0,7.0,3.0,0.24743972857652996,0.03944252310405383,0.4715693057704751,0.3202448058436413,0.0,0.000719348225675637,0.017847867989642933,0.0569145609173919,0.16542907642566265,0.0,0.0,0.6288107459247432,0.0,0.4666666666666667,0.4342857142857143,0.65,0.7166666666666668,0.49301055196222804,0.0
72,19.0,7.0,0.0,0.2360457685225691,0.049220186490951646,0.9155801649590425,0.597195155566275,0.05144719609957591,0.0,0.0,0.11049395672723474,0.37390640880176396,0.0,0.0,0.06017444812757122,0.0,0.06666666666666667,0.4342857142857143,0.41666666666666663,0.44999999999999973,0.8008754450755011,0.0
73,19.0,7.0,1.0,0.37723709764560526,0.09034841285962272,0.5967371813214383,0.16207318333735313,0.0,0.0,0.0,0.182819153256216,0.39801966784823206,0.0,0.0,0.9612444787783636,0.0,0.26666666666666666,0.29714285714285715,0.75,0.7166666666666668,0.7190521039600876,0.0
74,19.0,7.0,2.0,0.24743972857652996,0.03944252310405383,0.4715693057704751,0.3202448058436413,0.0,0.000719348225675637,0.017847867989642933,0.0569145609173919,0.16542907642566265,0.0,0.0,0.6288107459247432,0.0,0.4666666666666667,0.4342857142857143,0.65,0.7166666666666668,0.49301055196222804,0.0
75,19.0,7.0,3.0,0.25064571716090644,0.1857582361984939,0.32233187762294996,0.34044344140853805,0.2530354410431967,0.0,0.0,0.02713486956255755,0.08404511964530217,0.027101249298402692,0.0,0.35736726175710115,0.0,0.0,0.16000000000000003,0.65,0.583333333333333,0.5582821522650931,0.0
76,20.0,8.0,0.0,0.37723709764560526,0.09034841285962272,0.5967371813214383,0.16207318333735313,0.0,0.0,0.0,0.182819153256216,0.39801966784823206,0.0,0.0,0.9612444787783636,0.0,0.26666666666666666,0.29714285714285715,0.75,0.7166666666666668,0.7190521039600876,0.0
77,20.0,8.0,1.0,0.24743972857652996,0.03944252310405383,0.4715693057704751,0.3202448058436413,0.0,0.000719348225675637,0.017847867989642933,0.0569145609173919,0.16542907642566265,0.0,0.0,0.6288107459247432,0.0,0.4666666666666667,0.4342857142857143,0.65,0.7166666666666668,0.49301055196222804,0.0
78,20.0,8.0,2.0,0.25064571716090644,0.1857582361984939,0.32233187762294996,0.34044344140853805,0.2530354410431967,0.0,0.0,0.02713486956255755,0.08404511964530217,0.027101249298402692,0.0,0.35736726175710115,0.0,0.0,0.16000000000000003,0.65,0.583333333333333,0.5582821522650931,0.0
79,20.0,8.0,3.0,0.22640052105348593,0.016675962763563076,0.6371187986032443,0.37668090824518485,0.0,0.0,0.0,0.04168059834676224,0.03723853620692543,0.003982776924118243,0.0,0.586697123220847,0.0,0.0,0.3142857142857143,0.625,0.6666666666666665,0.6231939690003746,0.0
80,21.0,7.0,0.0,0.24743972857652996,0.03944252310405383,0.4715693057704751,0.3202448058436413,0.0,0.000719348225675637,0.017847867989642933,0.0569145609173919,0.16542907642566265,0.0,0.0,0.6288107459247432,0.0,0.4666666666666667,0.4342857142857143,0.65,0.7166666666666668,0.49301055196222804,0.0
81,21.0,7.0,1.0,0.25064571716090644,0.1857582361984939,0.32233187762294996,0.34044344140853805,0.2530354410431967,0.0,0.0,0.02713486956255755,0.08404511964530217,0.027101249298402692,0.0,0.35736726175710115,0.0,0.0,0.16000000000000003,0.65,0.583333333333333,0.5582821522650931,0.0
82,21.0,7.0,2.0,0.22640052105348593,0.016675962763563076,0.6371187986032443,0.37668090824518485,0.0,0.0,0.0,0.04168059834676224,0.03723853620692543,0.003982776924118243,0.0,0.586697123220847,0.0,0.0,0.3142857142857143,0.625,0.6666666666666665,0.6231939690003746,0.0
83,21.0,7.0,3.0,0.04393740370504332,0.024669117395698992,0.10595601491505799,0.04296454536057609,0.22162551733596514,0.0,0.0,0.04968415079334106,0.004858731077219629,0.0,0.0,0.0,0.0,0.0,0.1428571428571429,0.75,0.9166666666666665,0.10637326552771739,0.0
84,22.0,6.0,0.0,0.25064571716090644,0.1857582361984939,0.32233187762294996,0.34044344140853805,0.2530354410431967,0.0,0.0,0.02713486956255755,0.08404511964530217,0.027101249298402692,0.0,0.35736726175710115,0.0,0.0,0.16000000000000003,0.65,0.583333333333333,0.5582821522650931,0.0
85,22.0,6.0,1.0,0.22640052105348593,0.016675962763563076,0.6371187986032443,0.37668090824518485,0.0,0.0,0.0,0.04168059834676224,0.03723853620692543,0.003982776924118243,0.0,0.586697123220847,0.0,0.0,0.3142857142857143,0.625,0.6666666666666665,0.6231939690003746,0.0
86,22.0,6.0,2.0,0.04393740370504332,0.024669117395698992,0.10595601491505799,0.04296454536057609,0.22162551733596514,0.0,0.0,0.04968415079334106,0.004858731077219629,0.0,0.0,0.0,0.0,0.0,0.1428571428571429,0.75,0.9166666666666665,0.10637326552771739,0.0
87,,,,,,,0.03521827516107914,0.0,0.0,0.0,0.030985814473266468,0.05794721921366064,0.0,0.0,0.0,0.0,,,,,0.24791388899974373,
88,23.0,7.0,0.0,0.22640052105348593,0.016675962763563076,0.6371187986032443,0.37668090824518485,0.0,0.0,0.0,0.04168059834676224,0.03723853620692543,0.003982776924118243,0.0,0.586697123220847,0.0,0.0,0.3142857142857143,0.625,0.6666666666666665,0.6231939690003746,0.0
89,23.0,7.0,1.0,0.04393740370504332,0.024669117395698992,0.10595601491505799,0.04296454536057609,0.22162551733596514,0.0,0.0,0.04968415079334106,0.004858731077219629,0.0,0.0,0.0,0.0,0.0,0.1428571428571429,0.75,0.9166666666666665,0.10637326552771739,0.0
90,,,,,,,0.03521827516107914,0.0,0.0,0.0,0.030985814473266468,0.05794721921366064,0.0,0.0,0.0,0.0,,,,,0.24791388899974373,
91,23.0,7.0,3.0,0.2823765171148829,0.08801826842937417,0.6012925958549833,0.16271956723977538,0.035075311208340836,0.0,0.0,0.058230906918094384,0.6236009954047517,0.006620545302405261,0.0,0.4658271135477833,0.0,0.5333333333333333,0.5714285714285714,0.65,0.3833333333333333,0.7204805251636653,0.1
92,24.0,7.0,0.0,0.04393740370504332,0.024669117395698992,0.10595601491505799,0.04296454536057609,0.22162551733596514,0.0,0.0,0.04968415079334106,0.004858731077219629,0.0,0.0,0.0,0.0,0.0,0.1428571428571429,0.75,0.9166666666666665,0.10637326552771739,0.0
93,,,,,,,0.03521827516107914,0.0,0.0,0.0,0.030985814473266468,0.05794721921366064,0.0,0.0,0.0,0.0,,,,,0.24791388899974373,
94,24.0,7.0,2.0,0.2823765171148829,0.08801826842937417,0.6012925958549833,0.16271956723977538,0.035075311208340836,0.0,0.0,0.058230906918094384,0.6236009954047517,0.006620545302405261,0.0,0.4658271135477833,0.0,0.5333333333333333,0.5714285714285714,0.65,0.3833333333333333,0.7204805251636653,0.1
95,24.0,7.0,3.0,0.3638447346430297,0.05092524283985502,0.4999330526503712,0.07351652137959548,0.0,0.0,0.0,0.021508756126862847,0.269376658121898,0.0,0.0,0.37224979480118603,0.0,0.0,0.8285714285714285,0.5,0.6499999999999999,0.6641186062730429,0.1
96,,,,,,,0.03521827516107914,0.0,0.0,0.0,0.030985814473266468,0.05794721921366064,0.0,0.0,0.0,0.0,,,,,0.24791388899974373,
97,25.0,7.0,1.0,0.2823765171148829,0.08801826842937417,0.6012925958549833,0.16271956723977538,0.035075311208340836,0.0,0.0,0.058230906918094384,0.6236009954047517,0.006620545302405261,0.0,0.4658271135477833,0.0,0.5333333333333333,0.5714285714285714,0.65,0.3833333333333333,0.7204805251636653,0.1
98,25.0,7.0,2.0,0.3638447346430297,0.05092524283985502,0.4999330526503712,0.07351652137959548,0.0,0.0,0.0,0.021508756126862847,0.269376658121898,0.0,0.0,0.37224979480118603,0.0,0.0,0.8285714285714285,0.5,0.6499999999999999,0.6641186062730429,0.1
99,,,,,,0.19384967354231084,0.03521827516107914,0.0,0.0,0.0,0.030985814473266468,0.05794721921366064,0.0,0.0,0.0,0.0,,,,,0.24791388899974373,
100,26.0,8.0,0.0,0.2823765171148829,0.08801826842937417,0.6012925958549833,0.16271956723977538,0.035075311208340836,0.0,0.0,0.058230906918094384,0.6236009954047517,0.006620545302405261,0.0,0.4658271135477833,0.0,0.5333333333333333,0.5714285714285714,0.65,0.3833333333333333,0.7204805251636653,0.1
101,26.0,8.0,1.0,0.3638447346430297,0.05092524283985502,0.4999330526503712,0.07351652137959548,0.0,0.0,0.0,0.021508756126862847,0.269376658121898,0.0,0.0,0.37224979480118603,0.0,0.0,0.8285714285714285,0.5,0.6499999999999999,0.6641186062730429,0.1
102,,,,,,0.19384967354231084,0.03521827516107914,0.0,0.0,0.0,0.030985814473266468,0.05794721921366064,0.0,0.0,0.0,0.0,,,,,0.24791388899974373,
103,26.0,8.0,3.0,0.2946629517217279,0.10260431863800154,0.5160314268054869,0.1334035075629673,0.3204538303702767,0.0,0.0,0.025203068520661256,0.2807933101545394,0.050565671487006296,0.0,0.14764325208070764,0.0,0.06666666666666667,0.29714285714285715,0.65,0.5166666666666666,0.7154691178526608,0.0
